miRNAs	10_S10	11_S11	12_S12	13_S13	14_S14	15_S15	16_S16	17_S17	18_S18	19_S19	1_S1	20_S20	21_S21	22_S22	23_S23	24_S24	25_S25	26_S26	27_S27	28_S28	29_S29	2_S2	30_S30	31_S31	32_S32	33_S33	34_S34	35_S35	36_S36	37_S37	38_S38	39_S39	3_S3	40_S40	41_S41	42_S42	43_S43	44_S44	45_S45	46_S46	47_S47	48_S48	49_S49	4_S4	50_S50	51_S51	52_S52	53_S53	54_S54	5_S5	6_S6	7_S7	8_S8	9_S9
hsa-miR-515-1-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-7112-3p	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-1825-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3680-1-5p	0	2	0	1	2	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	1
hsa-miR-1302-5-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6859-1-5p	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	2	0	0
hsa-miR-3140-3p	3	0	4	2	0	1	9	5	1	2	0	0	2	1	0	0	1	0	0	2	1	1	2	0	0	0	0	1	0	0	0	1	6	0	1	1	0	1	0	0	0	0	0	4	0	0	0	1	0	0	0	2	1	2
hsa-miR-9-1-5p	4250	2047	1497	3759	3629	2337	318	338	345	331	3675	799	261	64	69	54	102	33	12	220	110	5043	274	63	114	30	79	98	37	59	166	125	3746	65	59	158	109	65	40	44	66	76	35	2580	127	9	18	37	42	6	5	3830	2972	3718
hsa-miR-148b-5p	150	103	84	188	167	87	7	7	2	20	93	17	7	8	0	5	10	1	0	19	12	182	11	42	115	35	76	89	56	40	46	100	205	62	54	60	66	66	59	50	91	57	54	141	95	9	3	33	22	1	2	199	190	201
hsa-miR-4259-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3688-2-3p	1	10	3	2	6	5	0	0	1	1	5	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	4	3	5
hsa-miR-6724-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6805-5p	0	0	0	1	1	0	2	2	1	1	0	0	1	1	0	0	4	0	0	0	1	0	1	0	2	0	1	1	2	0	1	1	1	3	0	0	3	0	2	2	0	2	0	0	0	0	0	1	0	0	0	2	0	0
hsa-miR-548h-5-5p	73	42	48	35	59	35	9	12	11	14	42	26	6	6	6	1	7	3	0	15	2	65	6	0	1	0	0	2	0	0	0	1	31	0	0	0	1	2	1	0	1	0	0	39	2	0	0	0	2	0	0	45	47	32
hsa-miR-27b-3p	7941	6430	2851	9616	5941	5223	1757	1431	466	1707	5005	481	411	377	115	257	493	25	17	1086	284	7339	1005	3771	12102	3098	6219	13613	4968	6098	6076	9992	12170	4131	5843	5516	11495	7133	6354	9458	10460	9125	6664	11689	8748	1374	110	9967	2140	21	38	13628	6549	9079
hsa-miR-378g-5p	54	60	33	81	54	22	51	21	18	25	25	23	8	5	3	6	17	1	0	19	9	52	25	3	34	10	18	19	15	25	14	8	96	12	13	7	29	24	20	46	21	23	17	74	33	8	0	73	7	1	0	104	44	95
hsa-miR-4798-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	1	1	0	10	3	5	2	2	2	2	0	3	1	0	1	1	0	0	0	0	0
hsa-miR-1284-3p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3618-3p	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-4657-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0
hsa-miR-6794-3p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
hsa-miR-622-5p	0	2	0	0	0	0	5	3	0	2	1	0	0	3	0	0	4	0	0	1	1	0	3	0	0	0	2	0	0	0	1	1	0	2	1	0	1	4	2	1	13	4	0	0	2	1	0	0	1	0	0	0	0	1
hsa-miR-33a-3p	45	29	24	22	36	24	0	1	1	1	9	0	0	0	1	0	0	0	0	5	0	21	6	2	11	2	4	10	6	7	1	3	53	3	4	3	2	1	1	1	1	4	2	56	0	0	0	0	0	0	1	32	25	20
hsa-miR-548j-3p	2	0	3	3	4	0	2	1	1	0	2	7	1	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	1	0	0	0	4	0	0	0	0	3	5	0	0	1	0	1	0	0	0	0	2	0	0	8	3	4
hsa-miR-548l-3p	10	6	3	6	9	5	0	0	0	2	4	1	0	0	0	0	1	0	0	1	0	4	0	1	1	0	0	1	0	0	0	2	6	1	2	0	0	0	0	0	0	3	1	5	0	0	0	0	1	0	0	4	2	2
hsa-miR-4254-3p	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-202-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6758-3p	3	1	0	3	1	1	1	2	0	3	2	0	0	1	0	0	0	0	0	2	1	4	3	0	1	0	0	1	0	2	0	2	6	0	0	0	0	0	1	0	1	0	0	4	0	0	0	1	0	0	0	7	3	1
hsa-miR-4518-5p	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-1262-5p	1	7	3	6	4	2	14	13	4	5	2	8	3	5	0	2	3	0	0	8	1	3	9	0	0	0	0	3	0	2	0	0	14	0	0	0	2	1	2	2	0	0	0	19	1	0	0	6	0	0	0	21	4	10
hsa-miR-146b-3p	1	15	7	7	7	7	2	3	0	1	6	1	0	0	0	0	0	0	0	3	0	9	1	1	3	1	6	3	1	3	2	3	12	4	0	4	0	1	0	1	0	2	1	12	1	0	0	0	0	0	0	9	9	19
hsa-miR-3173-5p	3	5	0	8	7	2	5	1	0	3	7	0	0	0	0	0	1	0	0	8	0	7	2	1	5	0	1	0	0	0	0	1	22	1	0	1	2	1	0	0	1	0	0	11	0	0	0	2	0	0	0	11	6	11
hsa-miR-4778-3p	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
hsa-miR-4647-5p	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	3	0	0	1	1	2	3	0	0	0	1	1	0	0	4	2	1
hsa-miR-3143-3p	3	0	2	0	5	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	6	2
hsa-miR-4689-5p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
hsa-miR-4685-3p	0	3	2	1	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0
hsa-miR-383-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518c-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-656-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-552-5p	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-4656-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1273f-5p	4	4	1	6	4	1	63	43	10	28	3	26	23	24	15	17	42	8	0	75	9	5	162	5	14	7	9	12	6	18	10	18	6	10	6	10	1	3	1	5	8	3	0	10	6	2	0	18	1	0	0	10	6	8
hsa-miR-4539-5p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-664b-3p	4	7	0	7	4	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0
hsa-miR-6826-3p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-648-5p	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-124-2-3p	0	1	0	0	1	0	5	6	0	4	2	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3	1
hsa-miR-190a-5p	20	4	25	13	33	36	1	1	0	0	26	1	0	0	0	0	0	0	0	1	1	9	0	13	7	3	4	7	9	1	7	13	15	12	6	6	6	5	1	0	4	0	4	10	1	0	0	2	1	0	1	11	19	14
hsa-miR-548d-1-5p	40	12	15	10	26	24	67	38	16	52	17	25	18	28	0	8	34	1	0	28	3	22	36	2	5	1	0	4	6	1	2	0	66	1	3	3	13	13	2	8	7	8	1	46	7	0	0	22	0	0	0	26	37	19
hsa-miR-600-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-5699-5p	7	2	1	1	7	5	0	1	0	1	1	1	0	1	0	2	1	0	0	1	0	1	0	2	0	0	0	2	0	0	0	0	9	0	0	0	0	2	0	2	0	0	1	8	1	0	0	1	1	0	0	7	2	4
hsa-miR-203a-3p	18	7	22	8	21	12	79	32	8	91	14	27	10	12	10	9	19	6	2	47	24	20	58	948	1156	142	566	4055	295	608	635	2067	44	676	484	753	1802	769	368	509	2052	827	346	22	744	185	7	649	219	3	10	26	32	12
hsa-miR-4419b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4455-5p	7	0	0	3	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
hsa-miR-19b-2-3p	3188	616	1436	1445	2892	2820	553	301	303	466	3167	304	184	149	20	128	118	9	7	219	68	1762	211	977	444	117	199	1342	353	459	472	1220	3773	571	649	907	700	235	169	54	566	194	228	3120	301	115	14	264	253	4	12	1664	2816	1662
hsa-miR-556-3p	41	16	11	13	29	16	1	1	0	0	23	1	2	1	0	0	0	0	0	0	1	38	0	1	6	0	1	1	0	1	0	4	25	3	4	3	1	2	0	0	0	0	0	31	0	0	0	0	0	0	0	22	22	20
hsa-miR-592-5p	359	105	166	241	413	172	90	32	82	69	222	79	2	6	3	5	1	1	0	30	9	383	19	1	3	0	0	0	1	3	1	0	258	1	1	0	5	0	0	0	0	2	0	341	1	1	1	2	1	0	2	236	467	304
hsa-miR-1228-5p	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-891b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-513c-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-1207-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-181a-1-3p	358	502	209	436	390	283	21	15	24	28	284	43	17	1	4	9	11	3	0	27	9	526	44	90	113	50	85	46	54	50	68	123	321	64	103	56	40	37	38	45	64	34	38	255	58	7	0	23	18	2	1	412	275	308
hsa-miR-3152-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-147a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-618-5p	194	78	56	101	148	88	17	9	11	31	180	14	2	2	1	4	12	0	0	13	5	106	20	0	0	0	0	0	1	0	0	1	241	1	0	0	1	0	0	0	0	0	1	222	1	0	0	0	0	0	0	141	156	120
hsa-miR-4708-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	4	0	6	9	0	1	0	1	0	1	1	0	5	0	2	2	3	0	2	0	0	6	1	0	0	1	0	1
hsa-miR-6505-3p	2	2	2	3	0	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	3	1	1	2	0	0	0	0	0	2	1	3	3	0	0	1	0	0	0	1	4	1
hsa-miR-580-3p	13	8	11	15	10	10	2	4	0	2	11	1	0	1	0	1	1	0	0	2	0	11	1	1	1	0	2	2	0	1	1	0	35	0	3	1	0	1	0	0	0	0	1	15	1	0	0	1	0	0	0	18	10	11
hsa-miR-6820-5p	0	2	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2
hsa-miR-1269b-5p	27	3	3	34	9	20	3	0	2	5	10	1	0	0	0	0	1	0	0	4	2	36	8	0	0	0	0	0	0	0	0	0	38	3	0	1	0	0	0	0	0	0	0	26	1	0	0	0	1	2	0	49	23	59
hsa-miR-3960-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2116-3p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	4	0	1	2	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1
hsa-miR-4771-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-1180-3p	1694	1086	706	1355	1401	1008	619	264	488	297	934	699	108	94	76	59	120	37	1	373	261	1540	639	83	252	50	137	94	89	105	94	189	1780	79	133	62	179	206	195	183	101	131	85	1860	143	37	6	202	29	1	4	1776	1887	1605
hsa-miR-488-3p	9	4	1	2	5	11	0	2	3	1	17	3	0	1	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	3	3	1
hsa-miR-548a-3-5p	7	1	3	3	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	2	0	0	1	0	1	0	1	0	2	0	2	0	2	0	0	0	2	0	0	0	0	0	0	0	3	4	2
hsa-miR-3919-5p	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	5	6	11	10	6	15	3	0	6	28	12	8	13	8	7	4	6	8	0	8	0	0	10	2	0	0	0	0	0
hsa-miR-3150a-5p	6	7	4	6	5	3	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	10	1	0	3	0	1	1	1	1	2	3	3	0	0	0	3	0	0	0	1	1	1	11	2	0	0	3	0	0	0	11	5	2
hsa-miR-5682-3p	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-3074-5p	11	24	6	19	13	10	5	1	2	5	5	4	0	0	0	1	1	0	0	2	0	13	6	2	2	1	0	1	1	2	1	1	17	2	2	1	2	1	1	2	3	5	1	12	3	1	0	1	0	0	0	22	12	9
hsa-miR-5689-5p	0	0	0	1	0	0	3	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-6781-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-548x-2-3p	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	11	14	2	8	14	13	13	18	10	1	7	9	8	32	11	16	17	22	19	16	0	27	0	0	15	6	1	0	2	0	0
hsa-miR-6819-5p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5692c-2-5p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6734-5p	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0
hsa-miR-3174-3p	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5094-5p	8	4	2	10	3	1	4	2	0	1	1	0	0	0	0	0	0	0	0	2	0	7	4	0	0	1	0	2	0	0	0	2	9	0	0	0	0	0	1	1	1	0	0	4	0	0	0	1	1	0	0	0	4	2
hsa-miR-6816-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-198-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548b-3p	35	10	21	9	30	37	10	2	6	8	31	4	6	2	1	1	0	0	0	2	1	19	8	0	0	0	0	0	0	1	0	0	8	1	0	0	1	0	0	0	0	0	0	21	0	0	0	0	1	0	0	16	30	10
hsa-miR-4511-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-6754-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4654-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-566-3p	5	2	0	1	3	0	33	23	7	31	2	16	4	19	3	8	30	1	0	48	13	1	51	1	7	2	5	6	1	2	5	5	8	1	2	3	2	0	5	2	4	0	2	4	0	0	0	13	0	0	0	1	2	2
hsa-miR-941-1-5p	2	4	0	4	4	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	2	1
hsa-miR-148a-5p	1336	943	437	998	823	612	57	43	37	36	981	38	37	10	4	11	18	7	3	64	41	2009	63	309	296	38	129	240	83	71	289	384	1054	118	100	216	113	65	41	48	143	99	62	936	135	29	6	41	45	1	3	1383	1256	1199
hsa-miR-3943-3p	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-194-1-5p	47	72	22	52	70	35	30	18	6	109	44	7	1	16	4	12	7	1	0	29	2	46	26	13	37	0	19	67	13	30	15	21	156	19	7	17	25	16	23	27	60	14	16	85	43	5	0	37	7	0	0	90	35	71
hsa-miR-4477b-3p	3	1	0	3	2	2	1	1	0	0	2	1	1	0	0	1	0	0	0	0	0	2	1	0	0	0	1	0	1	0	0	0	2	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	2	0	4
hsa-miR-4676-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1
hsa-let-7a-1-5p	3450	2989	1023	4530	2542	1618	896	1459	471	1460	3271	582	284	282	102	447	579	77	29	1659	560	4597	2351	5501	36278	13809	21555	43903	17240	41408	12548	14269	16133	9914	12117	13591	13617	10642	10944	10661	9265	7735	7159	8028	11111	1944	70	40246	5820	96	117	12444	5053	4901
hsa-miR-194-2-3p	1	1	0	3	2	3	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	1	0	2	1	0	1	0	0	0	2	4	0	0	0	0	2	0	1	1	1	0	0	0	0	0	5	0	0	0	1	2	4
hsa-miR-548ax-3p	2	1	0	2	2	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	2	0	7	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1
hsa-miR-3692-3p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2276-3p	0	5	1	2	2	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	5	0	2	0	1	0	0	0	1	0	0	7	0	0	0	1	0	0	0	2	0	0
hsa-miR-411-3p	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-6846-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4645-3p	0	0	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-548h-3-5p	73	42	48	35	59	35	10	12	11	14	42	26	6	6	6	1	7	3	0	15	2	65	6	0	1	0	0	2	0	0	0	1	31	0	0	0	1	2	1	0	1	0	0	39	2	0	0	0	2	0	0	45	47	32
hsa-miR-3180-1-5p	0	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0
